psqlrc file loaded! 

 osm_id  |                      name                      |    superclass    |         class         |         type          |                                                                                                                                                                                                                                                                                                                                                                                                                             tags                                                                                                                                                                                                                                                                                                                                                                                                                              | element_type |           tstamp           | changeset_id |                                                                                                                              changeset_tags                                                                                                                              | unit_code |                   unit_name                    | user_id |        username        
---------+------------------------------------------------+------------------+-----------------------+-----------------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------+----------------------------+--------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-----------+------------------------------------------------+---------+------------------------
 4466268 | Fort Caroline                                  | miscellaneous    | structure             | Fortification         | {"name": "Fort Caroline", "historic": "archaeological_site", "site_type": "fortification", "nps:unit_code": "foca"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | node         | 2015-12-03 07:35:25.30707  |         6283 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Used Park Brochure for information.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                 | foca      | Fort Caroline National Memorial                |    -149 | Maricela Avalos
 4466268 | Fort Caroline                                  | miscellaneous    | structure             | Fortification         | {"name": "Fort Caroline", "historic": "archaeological_site", "site_type": "fortification", "nps:unit_code": "foca"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | node         | 2015-12-03 07:35:25.30707  |         6283 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Used Park Brochure for information.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                 | foca      | Fort Caroline National Memorial                |    -149 | Maricela Avalos
 4466268 | Fort Caroline                                  | miscellaneous    | structure             | Fortification         | {"name": "Fort Caroline", "historic": "archaeological_site", "site_type": "fortification", "nps:unit_code": "foca"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | node         | 2015-12-03 07:35:25.30707  |         6283 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Used Park Brochure for information.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                 | foca      | Fort Caroline National Memorial                |    -149 | Maricela Avalos
 4466268 | Fort Caroline                                  | miscellaneous    | structure             | Fortification         | {"name": "Fort Caroline", "historic": "archaeological_site", "site_type": "fortification", "nps:unit_code": "foca"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | node         | 2015-12-03 07:35:25.30707  |         6283 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Used Park Brochure for information.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                 | foca      | Fort Caroline National Memorial                |    -149 | Maricela Avalos
 4466328 | Pensacola Lighthouse                           | water recreation | lighthouse            | Lighthouse            | {"name": "Pensacola Lighthouse", "man_made": "lighthouse", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | node         | 2015-12-03 07:37:14.333441 |         6284 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                      | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466328 | Pensacola Lighthouse                           | water recreation | lighthouse            | Lighthouse            | {"name": "Pensacola Lighthouse", "man_made": "lighthouse", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | node         | 2015-12-03 07:37:14.333441 |         6284 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                      | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466328 | Pensacola Lighthouse                           | water recreation | lighthouse            | Lighthouse            | {"name": "Pensacola Lighthouse", "man_made": "lighthouse", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | node         | 2015-12-03 07:37:14.333441 |         6284 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                      | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466328 | Pensacola Lighthouse                           | water recreation | lighthouse            | Lighthouse            | {"name": "Pensacola Lighthouse", "man_made": "lighthouse", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | node         | 2015-12-03 07:37:14.333441 |         6284 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                      | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466345 | ␀                                              | water recreation | fishing               | Fishing               | {"leisure": "fishing", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 08:12:53.763104 |         6285 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. The 388 objects were all verticies of a parking lot that did not match aerial photos", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"} | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466345 | ␀                                              | water recreation | fishing               | Fishing               | {"leisure": "fishing", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 08:12:53.763104 |         6285 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. The 388 objects were all verticies of a parking lot that did not match aerial photos", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"} | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466345 | ␀                                              | water recreation | fishing               | Fishing               | {"leisure": "fishing", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 08:12:53.763104 |         6285 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. The 388 objects were all verticies of a parking lot that did not match aerial photos", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"} | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466345 | ␀                                              | water recreation | fishing               | Fishing               | {"leisure": "fishing", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 08:12:53.763104 |         6285 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. The 388 objects were all verticies of a parking lot that did not match aerial photos", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"} | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466588 | Fort Pickens Visitor Center                    | information      | visitor center        | Visitor Center        | {"name": "Fort Pickens Visitor Center", "tourism": "information", "information": "office", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | node         | 2015-12-03 08:44:56.118923 |         6289 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                     | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466588 | Fort Pickens Visitor Center                    | information      | visitor center        | Visitor Center        | {"name": "Fort Pickens Visitor Center", "tourism": "information", "information": "office", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | node         | 2015-12-03 08:44:56.118923 |         6289 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                     | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466588 | Fort Pickens Visitor Center                    | information      | visitor center        | Visitor Center        | {"name": "Fort Pickens Visitor Center", "tourism": "information", "information": "office", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | node         | 2015-12-03 08:44:56.118923 |         6289 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                     | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466588 | Fort Pickens Visitor Center                    | information      | visitor center        | Visitor Center        | {"name": "Fort Pickens Visitor Center", "tourism": "information", "information": "office", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | node         | 2015-12-03 08:44:56.118923 |         6289 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                     | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466589 | ␀                                              | accommodation    | restroom              | Restroom              | {"amenity": "toilets", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 08:44:56.119525 |         6289 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                     | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466589 | ␀                                              | accommodation    | restroom              | Restroom              | {"amenity": "toilets", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 08:44:56.119525 |         6289 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                     | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466589 | ␀                                              | accommodation    | restroom              | Restroom              | {"amenity": "toilets", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 08:44:56.119525 |         6289 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                     | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466589 | ␀                                              | accommodation    | restroom              | Restroom              | {"amenity": "toilets", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 08:44:56.119525 |         6289 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                     | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466606 | ␀                                              | service          | parking               | Parking Lot           | {"amenity": "parking", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 08:44:56.179996 |         6289 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                     | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466606 | ␀                                              | service          | parking               | Parking Lot           | {"amenity": "parking", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 08:44:56.179996 |         6289 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                     | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466606 | ␀                                              | service          | parking               | Parking Lot           | {"amenity": "parking", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 08:44:56.179996 |         6289 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                     | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466606 | ␀                                              | service          | parking               | Parking Lot           | {"amenity": "parking", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 08:44:56.179996 |         6289 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                     | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466607 | ␀                                              | service          | parking               | Parking Lot           | {"amenity": "parking", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 08:44:56.182557 |         6289 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                     | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466607 | ␀                                              | service          | parking               | Parking Lot           | {"amenity": "parking", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 08:44:56.182557 |         6289 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                     | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466607 | ␀                                              | service          | parking               | Parking Lot           | {"amenity": "parking", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 08:44:56.182557 |         6289 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                     | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466607 | ␀                                              | service          | parking               | Parking Lot           | {"amenity": "parking", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 08:44:56.182557 |         6289 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                     | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466608 | ␀                                              | service          | parking               | Parking Lot           | {"amenity": "parking", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 08:44:56.184423 |         6289 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                     | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466608 | ␀                                              | service          | parking               | Parking Lot           | {"amenity": "parking", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 08:44:56.184423 |         6289 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                     | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
 4466608 | ␀                                              | service          | parking               | Parking Lot           | {"amenity": "parking", "nps:unit_code": "guis"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 08:44:56.184423 |         6289 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}                                                                                     | guis      | Gulf Islands National Seashore                 |    -150 | Benjamin Kort
