psqlrc file loaded! 

 osm_id  |                      name                      |    superclass    |         class         |         type          |                                                                                                                                                                                                                                                                                                                                                                                                                             tags                                                                                                                                                                                                                                                                                                                                                                                                                              | element_type |           tstamp           | changeset_id |                                                                                                                              changeset_tags                                                                                                                              | unit_code |                   unit_name                    | user_id |        username        
 4467736 | ␀                                              | accommodation    | restroom              | Restroom              | {"amenity": "toilets", "nps:unit_code": "obri"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 13:18:59.355889 |         6325 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite;strava-heat"}                                                                         | obri      | Obed Wild and Scenic River                     |    -150 | Benjamin Kort
 4467784 | ␀                                              | accommodation    | restroom              | Restroom              | {"amenity": "toilets"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | node         | 2015-12-03 13:18:59.479373 |         6325 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite;strava-heat"}                                                                         | ␀         | ␀                                              |    -150 | Benjamin Kort
 4467795 | ␀                                              | service          | parking               | Parking Lot           | {"amenity": "parking"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | node         | 2015-12-03 13:18:59.511341 |         6325 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite;strava-heat"}                                                                         | ␀         | ␀                                              |    -150 | Benjamin Kort
    3097 | Nemo                                           | land recreation  | picnic                | Picnic Area           | {"name": "Nemo", "source": "nps:points_of_interest", "tourism": "picnic_site", "nps:fcat": "Picnic Area", "nps:unit_code": "obri"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | node         | 2015-12-03 13:27:37.169604 |         6326 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite;strava-heat"}                                                                         | obri      | Obed Wild & Scenic River                       |    -150 | Benjamin Kort
    3097 | Nemo                                           | land recreation  | picnic                | Picnic Area           | {"name": "Nemo", "source": "nps:points_of_interest", "tourism": "picnic_site", "nps:fcat": "Picnic Area", "nps:unit_code": "obri"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | node         | 2015-12-03 13:27:37.169604 |         6326 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite;strava-heat"}                                                                         | obri      | Obed Wild & Scenic River                       |    -150 | Benjamin Kort
    3097 | Nemo                                           | land recreation  | picnic                | Picnic Area           | {"name": "Nemo", "source": "nps:points_of_interest", "tourism": "picnic_site", "nps:fcat": "Picnic Area", "nps:unit_code": "obri"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | node         | 2015-12-03 13:27:37.169604 |         6326 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite;strava-heat"}                                                                         | obri      | Obed Wild and Scenic River                     |    -150 | Benjamin Kort
    3097 | Nemo                                           | land recreation  | picnic                | Picnic Area           | {"name": "Nemo", "source": "nps:points_of_interest", "tourism": "picnic_site", "nps:fcat": "Picnic Area", "nps:unit_code": "obri"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | node         | 2015-12-03 13:27:37.169604 |         6326 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite;strava-heat"}                                                                         | obri      | Obed Wild and Scenic River                     |    -150 | Benjamin Kort
 4467804 | ␀                                              | accommodation    | restroom              | Restroom              | {"amenity": "toilets", "nps:unit_code": "obri"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 13:27:36.845145 |         6326 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite;strava-heat"}                                                                         | obri      | Obed Wild & Scenic River                       |    -150 | Benjamin Kort
 4467804 | ␀                                              | accommodation    | restroom              | Restroom              | {"amenity": "toilets", "nps:unit_code": "obri"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 13:27:36.845145 |         6326 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite;strava-heat"}                                                                         | obri      | Obed Wild & Scenic River                       |    -150 | Benjamin Kort
 4467804 | ␀                                              | accommodation    | restroom              | Restroom              | {"amenity": "toilets", "nps:unit_code": "obri"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 13:27:36.845145 |         6326 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite;strava-heat"}                                                                         | obri      | Obed Wild and Scenic River                     |    -150 | Benjamin Kort
 4467804 | ␀                                              | accommodation    | restroom              | Restroom              | {"amenity": "toilets", "nps:unit_code": "obri"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 13:27:36.845145 |         6326 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite;strava-heat"}                                                                         | obri      | Obed Wild and Scenic River                     |    -150 | Benjamin Kort
 4467817 | ␀                                              | service          | parking               | Parking Lot           | {"amenity": "parking", "nps:unit_code": "obri"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 13:27:36.962462 |         6326 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite;strava-heat"}                                                                         | obri      | Obed Wild & Scenic River                       |    -150 | Benjamin Kort
 4467817 | ␀                                              | service          | parking               | Parking Lot           | {"amenity": "parking", "nps:unit_code": "obri"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 13:27:36.962462 |         6326 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite;strava-heat"}                                                                         | obri      | Obed Wild & Scenic River                       |    -150 | Benjamin Kort
 4467817 | ␀                                              | service          | parking               | Parking Lot           | {"amenity": "parking", "nps:unit_code": "obri"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 13:27:36.962462 |         6326 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite;strava-heat"}                                                                         | obri      | Obed Wild and Scenic River                     |    -150 | Benjamin Kort
 4467817 | ␀                                              | service          | parking               | Parking Lot           | {"amenity": "parking", "nps:unit_code": "obri"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | node         | 2015-12-03 13:27:36.962462 |         6326 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite;strava-heat"}                                                                         | obri      | Obed Wild and Scenic River                     |    -150 | Benjamin Kort
 4467868 | Hot Springs Nature Trail                       | land recreation  | trail                 | Trailhead             | {"name": "Hot Springs Nature Trail", "highway": "trailhead", "nps:unit_code": "mora"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | node         | 2015-12-03 13:35:28.588929 |         6327 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Added trailheads for Silver Falls Loop, Natural Hot Springs, Cowlitz Divide and Grove of the Patriarchs trails.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}     | mora      | Mount Rainier National Park                    |    -139 | Anne Maasberg-Spillane
 4467868 | Hot Springs Nature Trail                       | land recreation  | trail                 | Trailhead             | {"name": "Hot Springs Nature Trail", "highway": "trailhead", "nps:unit_code": "mora"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | node         | 2015-12-03 13:35:28.588929 |         6327 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Added trailheads for Silver Falls Loop, Natural Hot Springs, Cowlitz Divide and Grove of the Patriarchs trails.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}     | mora      | Mount Rainier National Park                    |    -139 | Anne Maasberg-Spillane
 4467868 | Hot Springs Nature Trail                       | land recreation  | trail                 | Trailhead             | {"name": "Hot Springs Nature Trail", "highway": "trailhead", "nps:unit_code": "mora"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | node         | 2015-12-03 13:35:28.588929 |         6327 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Added trailheads for Silver Falls Loop, Natural Hot Springs, Cowlitz Divide and Grove of the Patriarchs trails.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}     | mora      | Mount Rainier National Park                    |    -139 | Anne Maasberg-Spillane
 4467868 | Hot Springs Nature Trail                       | land recreation  | trail                 | Trailhead             | {"name": "Hot Springs Nature Trail", "highway": "trailhead", "nps:unit_code": "mora"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | node         | 2015-12-03 13:35:28.588929 |         6327 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Added trailheads for Silver Falls Loop, Natural Hot Springs, Cowlitz Divide and Grove of the Patriarchs trails.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}     | mora      | Mount Rainier National Park                    |    -139 | Anne Maasberg-Spillane
 4467869 | Silver Falls Loop Trail                        | land recreation  | trail                 | Trailhead             | {"name": "Silver Falls Loop Trail", "highway": "trailhead", "nps:unit_code": "mora"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | node         | 2015-12-03 13:35:28.595483 |         6327 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Added trailheads for Silver Falls Loop, Natural Hot Springs, Cowlitz Divide and Grove of the Patriarchs trails.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}     | mora      | Mount Rainier National Park                    |    -139 | Anne Maasberg-Spillane
 4467869 | Silver Falls Loop Trail                        | land recreation  | trail                 | Trailhead             | {"name": "Silver Falls Loop Trail", "highway": "trailhead", "nps:unit_code": "mora"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | node         | 2015-12-03 13:35:28.595483 |         6327 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Added trailheads for Silver Falls Loop, Natural Hot Springs, Cowlitz Divide and Grove of the Patriarchs trails.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}     | mora      | Mount Rainier National Park                    |    -139 | Anne Maasberg-Spillane
 4467869 | Silver Falls Loop Trail                        | land recreation  | trail                 | Trailhead             | {"name": "Silver Falls Loop Trail", "highway": "trailhead", "nps:unit_code": "mora"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | node         | 2015-12-03 13:35:28.595483 |         6327 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Added trailheads for Silver Falls Loop, Natural Hot Springs, Cowlitz Divide and Grove of the Patriarchs trails.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}     | mora      | Mount Rainier National Park                    |    -139 | Anne Maasberg-Spillane
 4467869 | Silver Falls Loop Trail                        | land recreation  | trail                 | Trailhead             | {"name": "Silver Falls Loop Trail", "highway": "trailhead", "nps:unit_code": "mora"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | node         | 2015-12-03 13:35:28.595483 |         6327 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Added trailheads for Silver Falls Loop, Natural Hot Springs, Cowlitz Divide and Grove of the Patriarchs trails.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}     | mora      | Mount Rainier National Park                    |    -139 | Anne Maasberg-Spillane
 4467870 | Cowlitz Divide Trail                           | land recreation  | trail                 | Trailhead             | {"name": "Cowlitz Divide Trail", "highway": "trailhead", "nps:unit_code": "mora"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | node         | 2015-12-03 13:35:28.596709 |         6327 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Added trailheads for Silver Falls Loop, Natural Hot Springs, Cowlitz Divide and Grove of the Patriarchs trails.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}     | mora      | Mount Rainier National Park                    |    -139 | Anne Maasberg-Spillane
 4467870 | Cowlitz Divide Trail                           | land recreation  | trail                 | Trailhead             | {"name": "Cowlitz Divide Trail", "highway": "trailhead", "nps:unit_code": "mora"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | node         | 2015-12-03 13:35:28.596709 |         6327 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Added trailheads for Silver Falls Loop, Natural Hot Springs, Cowlitz Divide and Grove of the Patriarchs trails.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}     | mora      | Mount Rainier National Park                    |    -139 | Anne Maasberg-Spillane
 4467870 | Cowlitz Divide Trail                           | land recreation  | trail                 | Trailhead             | {"name": "Cowlitz Divide Trail", "highway": "trailhead", "nps:unit_code": "mora"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | node         | 2015-12-03 13:35:28.596709 |         6327 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Added trailheads for Silver Falls Loop, Natural Hot Springs, Cowlitz Divide and Grove of the Patriarchs trails.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}     | mora      | Mount Rainier National Park                    |    -139 | Anne Maasberg-Spillane
 4467870 | Cowlitz Divide Trail                           | land recreation  | trail                 | Trailhead             | {"name": "Cowlitz Divide Trail", "highway": "trailhead", "nps:unit_code": "mora"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | node         | 2015-12-03 13:35:28.596709 |         6327 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Added trailheads for Silver Falls Loop, Natural Hot Springs, Cowlitz Divide and Grove of the Patriarchs trails.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}     | mora      | Mount Rainier National Park                    |    -139 | Anne Maasberg-Spillane
 4467871 | Grove of the Patriarchs                        | land recreation  | trail                 | Trailhead             | {"name": "Grove of the Patriarchs", "highway": "trailhead", "nps:unit_code": "mora"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | node         | 2015-12-03 13:35:28.59678  |         6327 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Added trailheads for Silver Falls Loop, Natural Hot Springs, Cowlitz Divide and Grove of the Patriarchs trails.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}     | mora      | Mount Rainier National Park                    |    -139 | Anne Maasberg-Spillane
 4467871 | Grove of the Patriarchs                        | land recreation  | trail                 | Trailhead             | {"name": "Grove of the Patriarchs", "highway": "trailhead", "nps:unit_code": "mora"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | node         | 2015-12-03 13:35:28.59678  |         6327 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Added trailheads for Silver Falls Loop, Natural Hot Springs, Cowlitz Divide and Grove of the Patriarchs trails.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}     | mora      | Mount Rainier National Park                    |    -139 | Anne Maasberg-Spillane
 4467871 | Grove of the Patriarchs                        | land recreation  | trail                 | Trailhead             | {"name": "Grove of the Patriarchs", "highway": "trailhead", "nps:unit_code": "mora"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | node         | 2015-12-03 13:35:28.59678  |         6327 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Added trailheads for Silver Falls Loop, Natural Hot Springs, Cowlitz Divide and Grove of the Patriarchs trails.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}     | mora      | Mount Rainier National Park                    |    -139 | Anne Maasberg-Spillane
 4467871 | Grove of the Patriarchs                        | land recreation  | trail                 | Trailhead             | {"name": "Grove of the Patriarchs", "highway": "trailhead", "nps:unit_code": "mora"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | node         | 2015-12-03 13:35:28.59678  |         6327 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Added trailheads for Silver Falls Loop, Natural Hot Springs, Cowlitz Divide and Grove of the Patriarchs trails.", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite"}     | mora      | Mount Rainier National Park                    |    -139 | Anne Maasberg-Spillane
    5522 | ␀                                              | building         | commercial            | Office                | {"source": "nps:points_of_interest", "building": "office", "nps:fcat": "Park Headquarters", "nps:unit_code": "natc", "nps:description": "good, moved 10 mi se to match address and drg"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | node         | 2015-12-03 13:40:44.36617  |         6328 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite;strava-heat"}                                                                         | natc      | Natchez National Historical Park               |    -150 | Benjamin Kort
    5522 | ␀                                              | building         | commercial            | Office                | {"source": "nps:points_of_interest", "building": "office", "nps:fcat": "Park Headquarters", "nps:unit_code": "natc", "nps:description": "good, moved 10 mi se to match address and drg"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | node         | 2015-12-03 13:40:44.36617  |         6328 | {"host": "http://insidemaps.nps.gov/dist/index.html", "locale": "en-US", "comment": "Updating using park brochures. ", "created_by": "iD 1.7.4", "imagery_used": "mapbox-satellite;strava-heat"}                                                                         | natc      | Natchez National Historical Park               |    -150 | Benjamin Kort
